"﻿""address""",city,description,language,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,rank,price,state,street,totalScore,title,url,Competitor Website
"6322 Nordling Rd, Houston, TX 77076",Houston,,en,29.8562919,-95.3904411,Monday,6 AM to 5 PM,Tuesday,6 AM to 5 PM,Wednesday,6 AM to 5 PM,Thursday,6 AM to 5 PM,Friday,6 AM to 5 PM,Saturday,Closed,Sunday,Closed,(832) 576-7449,24,,Texas,6322 Nordling Rd,5,Nordling Hardware LLC Roofing Supply,https://www.google.com/maps/search/?api=1&query=Nordling%20Hardware%20LLC%20Roofing%20Supply&query_place_id=ChIJpReobIi5QIYReYRbd8PoGvg,
"4130 Allison Rd, Houston, TX 77048",Houston,,en,29.6161648,-95.354034,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(912) 872-1324,40,,Texas,4130 Allison Rd,,North Point Roof Systems,https://www.google.com/maps/search/?api=1&query=North%20Point%20Roof%20Systems&query_place_id=ChIJX8XUnymVQIYRUu9OiHgQ6yY,
"5510 Hansford, Houston, TX 77023",Houston,,en,29.7151745,-95.3224022,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 7 PM,Sunday,Closed,(832) 523-0092,61,,Texas,5510 Hansford,,Ochoas Roofing Supply LLC,https://www.google.com/maps/search/?api=1&query=Ochoas%20Roofing%20Supply%20LLC&query_place_id=ChIJmTlGrIC_QIYRm9zt_aYA0_o,
"7226 Market St, Houston, TX 77020",Houston,,en,29.7722917,-95.2967301,Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,9 AM to 12 PM,Sunday,9 AM to 6 PM,(713) 202-2857,74,,Texas,7226 Market St,,Omega Construction Company,https://www.google.com/maps/search/?api=1&query=Omega%20Construction%20Company&query_place_id=ChIJh2mrBQm8QIYRJ9PE3tJvj6Q,
"5450 NW Central Dr #330, Houston, TX 77092",Houston,,en,29.8453437,-95.4943069,,,,,,,,,,,,,,,(713) 686-7764,50,,Texas,5450 NW Central Dr #330,2.5,P2MG,https://www.google.com/maps/search/?api=1&query=P2MG&query_place_id=ChIJI_g-MuzFQIYRRYuz1NvpFS0,
"5929 Bissonnet St, Houston, TX 77081",Houston,,en,29.6981247,-95.4857279,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,8 AM to 12 PM,(239) 900-5681,4,,Texas,5929 Bissonnet St,5,Paredes roofing,https://www.google.com/maps/search/?api=1&query=Paredes%20roofing&query_place_id=ChIJ7x0ptKTDQIYRI04F2JTcmmo,
"6205 Guhn Rd, Houston, TX 77040",Houston,,en,29.8578335,-95.5164814,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(681) 586-3079,47,,Texas,6205 Guhn Rd,,Peak Fusion Roofing,https://www.google.com/maps/search/?api=1&query=Peak%20Fusion%20Roofing&query_place_id=ChIJt3v1gqXFQIYRepQaLiiJVbA,
"5626 Arboles Dr, Houston, TX 77035",Houston,,en,29.6549296,-95.4855026,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(346) 521-4070,39,,Texas,5626 Arboles Dr,5,Pool Building Experts,https://www.google.com/maps/search/?api=1&query=Pool%20Building%20Experts&query_place_id=ChIJQ89RkL9pAIkReeEjG2f2csU,
"2130 Wellington St, Houston, TX 77093",Houston,,en,29.8579263,-95.3516533,Monday,6:30 AM to 7 PM,Tuesday,6:30 AM to 7 PM,Wednesday,6:30 AM to 7 PM,Thursday,6:30 AM to 7 PM,Friday,6:30 AM to 7 PM,Saturday,6:30 AM to 7 PM,Sunday,Closed,(713) 692-8807,55,,Texas,2130 Wellington St,5,Potosino’s Roofing Supply,https://www.google.com/maps/search/?api=1&query=Potosino%E2%80%99s%20Roofing%20Supply&query_place_id=ChIJ52npjGO5QIYRhrWGQSKj51M,
"513 N Loop E Fwy, Houston, TX 77022",Houston,,en,29.8144809,-95.3646312,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 714-6754,59,,Texas,513 N Loop E Fwy,5,Precision Roofing and Building,https://www.google.com/maps/search/?api=1&query=Precision%20Roofing%20and%20Building&query_place_id=ChIJR1oDsvS5QIYRAlCpvk4-uqE,
"2812 Cortlandt St, Houston, TX 77008",Houston,"Plumbing services such as toilet repairs, sink installations, and leak inspections.",en,29.8125748,-95.3959397,Monday,8 AM to 7:30 PM,Tuesday,8 AM to 7:30 PM,Wednesday,8 AM to 7:30 PM,Thursday,8 AM to 7:30 PM,Friday,8 AM to 7:30 PM,Saturday,9 AM to 9 PM,Sunday,Closed,(281) 454-3969,38,,Texas,2812 Cortlandt St,4.9,Quiet Clean Repairs,https://www.google.com/maps/search/?api=1&query=Quiet%20Clean%20Repairs&query_place_id=ChIJ4ZMNR6vHQIYRE1uY8uaMXNQ,
"6401 Deihl Rd Unit 207, Houston, TX 77092",Houston,,en,29.8537021,-95.4839891,,,,,,,,,,,,,,,(832) 551-8000,53,,Texas,6401 Deihl Rd Unit 207,2.6,Radco,https://www.google.com/maps/search/?api=1&query=Radco&query_place_id=ChIJuxbR9vvFQIYRuRnnKWqQImo,
"9205 E Avenue L, Houston, TX 77012",Houston,,en,29.7178877,-95.2639617,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(810) 393-1736,46,,Texas,9205 E Avenue L,,Rapid Roofing Services,https://www.google.com/maps/search/?api=1&query=Rapid%20Roofing%20Services&query_place_id=ChIJCWox76e9QIYRbfHO1DaxPsM,
"4801 Woodway Dr 300 East, Houston, TX 77056",Houston,,en,29.763475,-95.459558,Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,Closed,(832) 987-8763,36,,Texas,4801 Woodway Dr 300 East,1,Reflections Roofing,https://www.google.com/maps/search/?api=1&query=Reflections%20Roofing&query_place_id=ChIJA78Q1KfBQIYRLmxzEQT6htM,
"6102 Shadow Crest St, Houston, TX 77074",Houston,,en,29.6802012,-95.498356,,,,,,,,,,,,,,,(713) 774-3425,17,,Texas,6102 Shadow Crest St,5,Regional Roofing & Supply Inc,https://www.google.com/maps/search/?api=1&query=Regional%20Roofing%20%26%20Supply%20Inc&query_place_id=ChIJqfYfTgvCQIYRHBCtTlu2sb4,
"5151 Mitchelldale St B11, Houston, TX 77092",Houston,,en,29.8127798,-95.4651179,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,9 AM to 3 PM,Sunday,Closed,(832) 421-7663,36,,Texas,5151 Mitchelldale St B11,3.7,Resolution Roofing Corp,https://www.google.com/maps/search/?api=1&query=Resolution%20Roofing%20Corp&query_place_id=ChIJ20kMT4jGQIYR9j48yR9yoLs,
"2409 Brailsfort St, Houston, TX 77004",Houston,,en,29.7360248,-95.3564126,,,,,,,,,,,,,,,(281) 673-5623,58,,Texas,2409 Brailsfort St,,RidgePoint Roofing,https://www.google.com/maps/search/?api=1&query=RidgePoint%20Roofing&query_place_id=ChIJj2bbbgC_QIYRe0It6BVwll8,
"3802 King St, Houston, TX 77026",Houston,,en,29.817422,-95.334464,Monday,8 AM to 12 AM,Tuesday,"12 to 6 AM, 8 AM to 6 PM",Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 2 PM,Sunday,Closed,(832) 498-8518,19,,Texas,3802 King St,3.3,Rios Home Exteriors,https://www.google.com/maps/search/?api=1&query=Rios%20Home%20Exteriors&query_place_id=ChIJ16hoTQq5QIYR3FnMs3R7id0,
"11318 Craighead Dr, Houston, TX 77025",Houston,,en,29.661106,-95.445961,,,,,,,,,,,,,,,(713) 664-1815,5,,Texas,11318 Craighead Dr,2.9,Rivas Roofing & Gutters Inc,https://www.google.com/maps/search/?api=1&query=Rivas%20Roofing%20%26%20Gutters%20Inc&query_place_id=ChIJE8vr82XqQIYRc-hzLTnBxdQ,
"9027 Hollock St, Houston, TX 77075",Houston,,en,29.6381601,-95.2554379,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(713) 824-9561,15,,Texas,9027 Hollock St,5,Roof Pros & Remodeling,https://www.google.com/maps/search/?api=1&query=Roof%20Pros%20%26%20Remodeling&query_place_id=ChIJUUL3wZAL7CERbCykh2py7yg,
"7825 Corporate Dr, Houston, TX 77036",Houston,,en,29.6935546,-95.5516996,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,9 AM to 5 PM,Sunday,9 AM to 5 PM,,33,,Texas,7825 Corporate Dr,,Roofer fix,https://www.google.com/maps/search/?api=1&query=Roofer%20fix&query_place_id=ChIJQxVY9Y7DQIYRIIXzFsG834o,
"2930 Plum Creek Ln #212, Houston, TX 77087",Houston,,en,29.6999749,-95.3013885,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(346) 639-4954,17,,Texas,2930 Plum Creek Ln #212,5,Roofing & Construction Solutions,https://www.google.com/maps/search/?api=1&query=Roofing%20%26%20Construction%20Solutions&query_place_id=ChIJhZFBYJHJt4kRmni6ZMwabWw,
"6136 Jason St, Houston, TX 77074",Houston,,en,29.6844074,-95.4999448,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 346-9266,19,,Texas,6136 Jason St,,Roofing And Remodeling Experts,https://www.google.com/maps/search/?api=1&query=Roofing%20And%20Remodeling%20Experts&query_place_id=ChIJbcdZhqNZwokR2Cy2c1SfDWk,
"3539 Urban Woods Trail, Houston, TX 77008",Houston,,en,29.7886204,-95.4402295,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(229) 639-0107,18,,Texas,3539 Urban Woods Trail,,Roofing Forge Masters,https://www.google.com/maps/search/?api=1&query=Roofing%20Forge%20Masters&query_place_id=ChIJSwuHFU7HQIYRt5nAdajuGlQ,
"7500 Clarewood Dr, Houston, TX 77036",Houston,,en,29.7102012,-95.5168226,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(832) 706-7794,18,,Texas,7500 Clarewood Dr,,Roofing Quality,https://www.google.com/maps/search/?api=1&query=Roofing%20Quality&query_place_id=ChIJAyZizbnVMGgRqtHBeD5xXr8,
"327 Thornton Rd, Houston, TX 77018",Houston,,en,29.832232,-95.4046722,Monday,8 AM to 10 PM,Tuesday,8 AM to 10 PM,Wednesday,8 AM to 10 PM,Thursday,8 AM to 10 PM,Friday,8 AM to 10 PM,Saturday,8 AM to 10 PM,Sunday,8 AM to 10 PM,(713) 912-8772,14,,Texas,327 Thornton Rd,4.2,Roofing Repair Experts,https://www.google.com/maps/search/?api=1&query=Roofing%20Repair%20Experts&query_place_id=ChIJAQBA1JHHQIYRuQcsMbaMeM4,
"W Bellfort Ave, Houston, TX 77035",Houston,,en,29.657943,-95.4811196,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,9 AM to 5 PM,(832) 372-6716,7,,Texas,W Bellfort Ave,5,Roofing Repairs,https://www.google.com/maps/search/?api=1&query=Roofing%20Repairs&query_place_id=ChIJd4kJSgDpQIYRQa0VTvi8Jlc,
"9422 Fairdale Ln, Houston, TX 77063",Houston,,en,29.7312171,-95.5312382,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(832) 743-2619,27,,Texas,9422 Fairdale Ln,,Roofs One,https://www.google.com/maps/search/?api=1&query=Roofs%20One&query_place_id=ChIJ62IQL9vDQIYR4lUPazIv2pU,
"5806 Melanite Ave, Houston, TX 77053",Houston,,en,29.6005226,-95.4718652,Monday,6 AM to 7 PM,Tuesday,6 AM to 7 PM,Wednesday,6 AM to 7 PM,Thursday,6 AM to 7 PM,Friday,6 AM to 7 PM,Saturday,6 AM to 7 PM,Sunday,Closed,(346) 302-2800,10,,Texas,5806 Melanite Ave,5,Roofworks Houston,https://www.google.com/maps/search/?api=1&query=Roofworks%20Houston&query_place_id=ChIJpWJHFBTrQIYR_z0F1LvG7i4,
"6846 Glen Rock Dr, Houston, TX 77087",Houston,,en,29.6728645,-95.3041072,Monday,6 AM to 9 PM,Tuesday,6 AM to 9 PM,Wednesday,6 AM to 9 PM,Thursday,6 AM to 9 PM,Friday,6 AM to 9 PM,Saturday,6 AM to 9 PM,Sunday,6 AM to 9 PM,(713) 894-4682,16,,Texas,6846 Glen Rock Dr,5,Rrc remodeling,https://www.google.com/maps/search/?api=1&query=Rrc%20remodeling&query_place_id=ChIJR4G23iSXQIYR6sxKkOdkD9M,
"219 Weisenberger Dr, Houston, TX 77022",Houston,,en,29.8274908,-95.3732753,,,,,,,,,,,,,,,(713) 478-2276,15,,Texas,219 Weisenberger Dr,4.8,Ruiz Roofing Services,https://www.google.com/maps/search/?api=1&query=Ruiz%20Roofing%20Services&query_place_id=ChIJKUxDf2e4QIYReU8k71hlDiE,
"1607 Fawnhope Dr, Houston, TX 77008",Houston,,en,29.7981186,-95.4484043,,,,,,,,,,,,,,,(832) 543-3952,55,,Texas,1607 Fawnhope Dr,5,Safe Home Attic & Home Insulation Service,https://www.google.com/maps/search/?api=1&query=Safe%20Home%20Attic%20%26%20Home%20Insulation%20Service&query_place_id=ChIJj5HlUgD3wokRZvuLTm-nz3Q,
"408 North Loop #2233, Houston, TX 77008",Houston,,en,29.8132164,-95.3942917,Monday,7:30 AM to 8 PM,Tuesday,7:30 AM to 8 PM,Wednesday,7:30 AM to 8 PM,Thursday,7:30 AM to 8 PM,Friday,7:30 AM to 8 PM,Saturday,7:30 AM to 8 PM,Sunday,7:30 AM to 8 PM,(281) 972-2869,20,,Texas,408 North Loop #2233,5,Sheffield Brothers Roofing,https://www.google.com/maps/search/?api=1&query=Sheffield%20Brothers%20Roofing&query_place_id=ChIJIUQBUUjHQIYRKj9J7F5tu8A,
"3025 Maxroy St, Houston, TX 77008",Houston,,en,29.7857686,-95.430273,,,,,,,,,,,,,,,(713) 869-6663,40,,Texas,3025 Maxroy St,5,Shelton W Greer Co,https://www.google.com/maps/search/?api=1&query=Shelton%20W%20Greer%20Co&query_place_id=ChIJnQAZJCTHQIYR5oDVLM-TsTE,
"2415 Freeman St, Houston, TX 77009",Houston,,en,29.7829683,-95.3642313,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 979-1177,38,,Texas,2415 Freeman St,,SkyGuard Roofing Service Houston,https://www.google.com/maps/search/?api=1&query=SkyGuard%20Roofing%20Service%20Houston&query_place_id=ChIJZ4Gnohy5QIYRNRIWGIjyazk,
"1205 Hutchins St, Houston, TX 77003",Houston,,en,29.7488528,-95.3558845,,,,,,,,,,,,,,,(281) 536-9214,33,,Texas,1205 Hutchins St,5,Skyline Roof Care,https://www.google.com/maps/search/?api=1&query=Skyline%20Roof%20Care&query_place_id=ChIJhZ9WCgC_QIYRHX2cJYq6kX4,
"924 Bennington St, Houston, TX 77022",Houston,,en,29.8217039,-95.359261,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 863-7391,51,,Texas,924 Bennington St,4,Southern Roofing & Gutters,https://www.google.com/maps/search/?api=1&query=Southern%20Roofing%20%26%20Gutters&query_place_id=ChIJX_kxMs-zKmURN6FiLYYrY68,
"6414 Rambleridge Dr, Houston, TX 77053",Houston,,en,29.5927268,-95.4818116,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 2 PM,Sunday,9 AM to 1 PM,(832) 580-0522,11,,Texas,6414 Rambleridge Dr,4.5,Space City Roofing & Remodeling LLC,https://www.google.com/maps/search/?api=1&query=Space%20City%20Roofing%20%26%20Remodeling%20LLC&query_place_id=ChIJHUwwDAvpQIYRv7iwwrH1q9A,
"6201 W 34th St A, Houston, TX 77092",Houston,,en,29.8185911,-95.479978,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(713) 690-1477,16,,Texas,6201 W 34th St A,5,Standard Roofing & Sheet Metal,https://www.google.com/maps/search/?api=1&query=Standard%20Roofing%20%26%20Sheet%20Metal&query_place_id=ChIJF6dTQ6PFQIYRPUV_Am8lOLg,
"2611 N Durham Dr, Houston, TX 77008",Houston,,en,29.8104601,-95.4126098,Monday,7 AM to 10 PM,Tuesday,7 AM to 10 PM,Wednesday,7 AM to 10 PM,Thursday,7 AM to 10 PM,Friday,7 AM to 10 PM,Saturday,7 AM to 10 PM,Sunday,7 AM to 10 PM,(832) 550-1000,44,,Texas,2611 N Durham Dr,4.5,Star Roof Cleaning,https://www.google.com/maps/search/?api=1&query=Star%20Roof%20Cleaning&query_place_id=ChIJ93sW-JzAQIYRJVXWZY_tT_A,
"6530 Southwest Fwy, Houston, TX 77074",Houston,,en,29.7182807,-95.4987182,,,,,,,,,,,,,,,(713) 781-5600,36,,Texas,6530 Southwest Fwy,3.5,Sterling Inn & Suites,https://www.google.com/maps/search/?api=1&query=Sterling%20Inn%20%26%20Suites&query_place_id=ChIJ4zdjhDXCQIYRzBPc8d2KrOo,
"8801 Mesa Dr, Houston, TX 77028",Houston,,en,29.8417281,-95.2629752,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(369) 224-4910,42,,Texas,8801 Mesa Dr,,Summi Forge RoofingMasters,https://www.google.com/maps/search/?api=1&query=Summi%20Forge%20RoofingMasters&query_place_id=ChIJlfaKXpW7QIYRJqUNjhcvEnQ,
"2112 Leeland St, Houston, TX 77003",Houston,,en,29.7461717,-95.358901,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(848) 314-7149,42,,Texas,2112 Leeland St,,Summit Gate Roofing Depot,https://www.google.com/maps/search/?api=1&query=Summit%20Gate%20Roofing%20Depot&query_place_id=ChIJV0ryXzS_QIYRAD0dtPZroIU,
"Wynnwood Ln, Houston, TX 77008",Houston,,en,29.7944739,-95.4313822,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(505) 278-1595,37,,Texas,Wynnwood Ln,,Summit Gate Roofing Depot,https://www.google.com/maps/search/?api=1&query=Summit%20Gate%20Roofing%20Depot&query_place_id=ChIJt8_T_67HQIYRow_A58voxME,
"14450 Old Chocolate Bayou Rd, Houston, TX 77048",Houston,,en,29.6000435,-95.3519241,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(472) 276-2230,35,,Texas,14450 Old Chocolate Bayou Rd,,Summit Peak Roof Works,https://www.google.com/maps/search/?api=1&query=Summit%20Peak%20Roof%20Works&query_place_id=ChIJoQaC7PCVQIYRB1U2EO9Cs4I,
"1017 Houston Ave, Houston, TX 77007",Houston,,en,29.7679092,-95.37267,,,,,,,,,,,,,,,(346) 534-6993,52,,Texas,1017 Houston Ave,,Superior Estimation,https://www.google.com/maps/search/?api=1&query=Superior%20Estimation&query_place_id=ChIJVVVJ8TW_QIYR6-SEP0zALJI,
"7015 Apache St, Houston, TX 77028",Houston,,en,29.8229599,-95.3036312,,,,,,,,,,,,,,,(713) 594-3309,86,,Texas,7015 Apache St,1,Superior Painting,https://www.google.com/maps/search/?api=1&query=Superior%20Painting&query_place_id=ChIJA-o6wCy6QIYRp6xH-uiDsMQ,
"4206 Wheeler Ave, Houston, TX 77004",Houston,,en,29.7180922,-95.348302,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,10:30 AM to 3 PM,(832) 306-7871,47,,Texas,4206 Wheeler Ave,,Superior roof solutions,https://www.google.com/maps/search/?api=1&query=Superior%20roof%20solutions&query_place_id=ChIJNc2Y3MO_QIYRXoppke_TdYE,
"4418 Mowery Rd, Houston, TX 77047",Houston,,en,29.6358095,-95.3583275,,,,,,,,,,,,,,,(281) 571-9203,50,,Texas,4418 Mowery Rd,5,TEMPLE & TEMPLE,https://www.google.com/maps/search/?api=1&query=TEMPLE%20%26%20TEMPLE&query_place_id=ChIJLyIct_6VQIYR0E0YMCYaJ_E,
"6110 Pinemont Dr Suite 227, Houston, TX 77092",Houston,,en,29.8408362,-95.4815086,Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,Closed,(713) 843-7663,50,,Texas,6110 Pinemont Dr Suite 227,5,Temple Roofing and Restoration,https://www.google.com/maps/search/?api=1&query=Temple%20Roofing%20and%20Restoration&query_place_id=ChIJbYfO4qWZDS4RwKJfaTIoUZA,
"238 Meadow Lea Dr, Houston, TX 77022",Houston,,en,29.835574,-95.3724043,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,8 AM to 3 PM,Sunday,Closed,(832) 935-7535,32,,Texas,238 Meadow Lea Dr,4,Terwogt Roofing & Exteriors,https://www.google.com/maps/search/?api=1&query=Terwogt%20Roofing%20%26%20Exteriors&query_place_id=ChIJrUidnpC5QIYRs2N1G5DkmAU,
"11333 Chimney Rock Rd, Houston, TX 77035",Houston,,en,29.6582298,-95.4760228,,,,,,,,,,,,,,,(832) 270-1779,51,,Texas,11333 Chimney Rock Rd,,Texans Force,https://www.google.com/maps/search/?api=1&query=Texans%20Force&query_place_id=ChIJVVUFcR7qQIYRaluElCNq4dw,
"5343 Anderson Rd, Houston, TX 77053",Houston,,en,29.6056106,-95.4620296,Monday,8 AM to 4 PM,Tuesday,8 AM to 4 PM,Wednesday,8 AM to 4 PM,Thursday,8 AM to 4 PM,Friday,8 AM to 4 PM,Saturday,Closed,Sunday,Closed,(713) 433-8412,60,,Texas,5343 Anderson Rd,3,Texas Pride Construction Inc,https://www.google.com/maps/search/?api=1&query=Texas%20Pride%20Construction%20Inc&query_place_id=ChIJNyDWjOnrQIYR24Wu4NtZTGE,
"12223 Chimney Rock Rd Suite C, Houston, TX 77035",Houston,,en,29.6450112,-95.4816588,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 659-9081,65,,Texas,12223 Chimney Rock Rd Suite C,3.7,Texas Remodeling LLC,https://www.google.com/maps/search/?api=1&query=Texas%20Remodeling%20LLC&query_place_id=ChIJUQdwvBzpQIYRoQZtmWd_ONs,
"6606 Clawson St, Houston, TX 77055",Houston,,en,29.7938993,-95.4666506,Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,(832) 308-3342,41,,Texas,6606 Clawson St,5,The Father,https://www.google.com/maps/search/?api=1&query=The%20Father&query_place_id=ChIJVVXRkZfGQIYROocmPW06SLI,
"4500 S Wayside Dr Suite 102, Houston, TX 77087",Houston,,en,29.697497,-95.3207864,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,7 AM to 8 PM,(833) 652-8252,50,,Texas,4500 S Wayside Dr Suite 102,4.6,Tilat Roofing & Solar Contractor,https://www.google.com/maps/search/?api=1&query=Tilat%20Roofing%20%26%20Solar%20Contractor&query_place_id=ChIJ__87dHC-QIYRS2uC5xA_tl8,
"5635 Bonsrell St, Houston, TX 77023",Houston,,en,29.7230815,-95.3174412,,,,,,,,,,,,,,,,17,,Texas,5635 Bonsrell St,5,Torrez construction & Roofing,https://www.google.com/maps/search/?api=1&query=Torrez%20construction%20%26%20Roofing&query_place_id=ChIJK20b8wS_QIYR8mYjCNWwJVc,
"7433 Harwin Dr., Houston, TX 77036",Houston,,en,29.7172936,-95.5131064,,,,,,,,,,,,,,,(713) 868-5500,45,,Texas,7433 Harwin Dr.,2,Tracer Construction Company,https://www.google.com/maps/search/?api=1&query=Tracer%20Construction%20Company&query_place_id=ChIJLUJIo1PCQIYR16Mt4Y7I9dU,
"1404 Walker St, Houston, TX 77010",Houston,,en,29.7554539,-95.3608542,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(220) 284-0294,45,,Texas,1404 Walker St,,TrueGuard Roofing,https://www.google.com/maps/search/?api=1&query=TrueGuard%20Roofing&query_place_id=ChIJB211wD6_QIYRN_ihT40U1to,
